,EMPRESA,BARRA TRANSFERENCIA,CODIGO,ENTREGA/RETIRO,CENTRAL/CLIENTE
104,PETRAMAS,SANTA ROSA 220,EG00003PTM,Entrega,C.T. LA GRINGA
105,ENGIE,MOQUEGUA 138,EG00100ENG,Entrega,C.S. INTIPAMPA
106,ENEL GENERACION PERU S.A.A.,POROMA220,EG00002EGP,Entrega,C.E. WAYRA I
107,INLAND ENERGY SAC,SANTA TERESA 220,EG00010INL,Entrega,C.H. SANTA TERESA
108,EMPRESA DE GENERACION ELECTRICA SANTA ANA S.A.C.,CONDORCOCHA 44,EG00001STA,Entrega,C.H. RENOVANDES H1
109,CELEPSA RENOVABLES S.R.L.,MARAÑON 60,EG00001CLR,Entrega,C.H. MARAÑON
110,ENEL GENERACION PERU S.A.A.,CALLAHUANCA EDEGEL 220,EG00120EPE,Entrega,C.H. HER 1
111,ENEL GENERACION PERU S.A.A.,SANTA ROSA 220,EG00103EPE,Entrega,C.T. SANTA ROSA II
112,PETRAMAS,SANTA ROSA 220,EG00004PTM,Entrega,C.T.B DOÑA CATALINA
113,GENERADORA DE ENERGÍA DEL PERÚ,SAN GABAN 138,EG00003GEP,Entrega,C.H. ÁNGEL I
114,GENERADORA DE ENERGÍA DEL PERÚ,SAN GABAN 138,EG00004GEP,Entrega,C.H. ÁNGEL II
115,GENERADORA DE ENERGÍA DEL PERÚ,SAN GABAN 138,EG00005GEP,Entrega,C.H. ÁNGEL III
116,ANDEAN POWER S.A.C.,CALLAHUANCA EDEGEL 220,EG00001ANP,Entrega,C.H. CARHUAC
117,AGROINDUSTRIAS SAN JACINTO S.A.A.,PLANTA SAN JACINTO13.8,EG00001ASJ,Entrega,C.T. SAN JACINTO
118,FENIX POWER PERÚ,ZORRITOS 220,EG00118FPP,Entrega,C.T. FENIX
119,EMPRESA DE GENERACION ELECTRICA RIO BAÑOS S.A.C.,ZAPALLAL 220,EG00002ERB,Entrega,C.H. RUCUY
120,ENEL GENERACION PIURA S.A.,TALARA 220,EG00040EPI,Entrega,C.T. RF DE GENERACION TALARA
121,ENEL GENERACION PIURA S.A.,TALARA13.2,EG00039EPI,Entrega,C.T. MALACAS 1
122,BIOENERGIA DEL CHIRA S.A.,BIOENERGIA 13.8,EG00001BCH,Entrega,C.T. CAÑA BRAVA
123,GENERACIÓN ANDINA S.A.C.,TINGO MARIA 138,EG00001GAN,Entrega,C.H. EL CARMEN
124,GENERACIÓN ANDINA S.A.C.,TINGO MARIA 138,EG00002GAN,Entrega,C.H. 8 DE AGOSTO
125,PERUANA DE INVERSIONES EN ENERGIAS RENOVABLES S.A.,HUALLANCA 138,EG00001PER,Entrega,C.H. MANTA I
126,PETRAMAS,VENTANILLA 220,EG00005PTM,Entrega,C.T.B. CALLAO
127,GR PAINO SOCIEDAD ANONIMA CERRADA,CARHUAQUERO 138,EG00001PAI,Entrega,C.E. HUAMBOS
128,GR TARUCA SOCIEDAD ANONIMA CERRADA,CARHUAQUERO 220,EG00001TAR,Entrega,C.E. DUNA
129,LA VIRGEN,LA VIRGEN 138,EG00001VIR,Entrega,C.H. LA VIRGEN
130,ATRIA ENERGIA S.A.C.,PURMACANA 20,EG00002HSR,Entrega,C.H. PURMACANA
131,CENTRALES SANTA ROSA S.A.C.,SANTA ROSA I 22.9,EG00001CSR,Entrega,C.H. SANTA ROSA I
132,CENTRALES SANTA ROSA S.A.C.,SANTA ROSA II 22.9,EG00002CSR,Entrega,C.H. SANTA ROSA II
133,COLCA SOLAR S.A.C.,YARUCAYA 13.8,EG00001CSO,Entrega,C.S. YARUCAYA
134,SAN GABAN,TUPURI 22.9,EG00025SGB,Entrega,MCH TUPURI
135,ENGIE,PUNTA LOMITAS I,EG00101ENG,Entrega,C.E. PUNTA LOMITAS-BL1
136,ENGIE,PUNTA LOMITAS II,EG00102ENG,Entrega,C.E. PUNTA LOMITAS-BL2
137,ENGIE,PUNTA LOMITAS I,EG00103ENG,Entrega,C.E. PUN LOM_EXP-BL1
138,ENGIE,PUNTA LOMITAS II,EG00104ENG,Entrega,C.E. PUN LOM_EXP-BL2
139,ENEL GENERACION PERU S.A.A.,RUBI 220,EG00003EGP,Entrega,C.S. Clemesí
140,ENGIE,PUNTA LOMITAS I,EG00105ENG,Entrega,C.E. PUNTA LOMITAS-BL2
141,ENGIE,PUNTA LOMITAS I,EG00106ENG,Entrega,C.E. PUN LOM_EXP-BL2
142,ENGIE,PUNTA LOMITAS II,EG00107ENG,Entrega,C.E. PUNTA LOMITAS-BL1
143,ENGIE,PUNTA LOMITAS II,EG00108ENG,Entrega,C.E. PUN LOM_EXP-BL1
144,ELECTROPERU,NCTUMBES60,EG00094ELP,Entrega,C.T. TUMBES
145,RETIRO NO DECLARADO,TRUJILLO 220,UR00003RNC,Retiro,MINERA QUIRUVILCA
146,RETIRO NO DECLARADO,OROYA NUEVA 50,UR00109RNC,Retiro,SOCIEDAD MINERA AUSTRIA DUVAZ S.A.C
147,RETIRO NO DECLARADO,OROYA NUEVA 50,UR00140RNC,Retiro,SIERRA POLI S.A.C.
148,RETIRO NO DECLARADO,CUTERVO 138,UR00166RNC,Retiro,ELECTRO ORIENTE
149,RETIRO NO DECLARADO,BELAUNDE 138,UR00167RNC,Retiro,ELECTRO ORIENTE
150,RETIRO NO DECLARADO,CACLIC 220,UR00168RNC,Retiro,ELECTRO ORIENTE
151,RETIRO NO DECLARADO,CHILCA REP 220,UR00192RNC,Retiro,CONSORCIO TEXTIL VIANNY S.A.C.
152,RETIRO NO DECLARADO,PARAGSHA2 220,UR00193RNC,Retiro,CERRO DE PASCO RESOURCES SUBSIDIARIA DEL PERU S.A.
153,RETIRO NO DECLARADO,CARHUAMAYO 138,UR00195RNC,Retiro,CERRO DE PASCO RESOURCES SUBSIDIARIA DEL PERU S.A.
154,RETIRO NO DECLARADO,CAJAMARCA 220,UR00207RNC,Retiro,ELECTRONORTE S.A.
155,RETIRO NO DECLARADO,CARHUAQUERO 220,UR00208RNC,Retiro,ELECTRONORTE S.A.
156,RETIRO NO DECLARADO,CHICLAYO 220,UR00209RNC,Retiro,ELECTRONORTE S.A.
157,RETIRO NO DECLARADO,AUCAYACU 138,UR00210RNC,Retiro,ELECTROCENTRO
158,RETIRO NO DECLARADO,CAMPO ARMIÑO 220,UR00211RNC,Retiro,ELECTROCENTRO
159,RETIRO NO DECLARADO,CARHUAMAYO 138,UR00212RNC,Retiro,ELECTROCENTRO
160,RETIRO NO DECLARADO,CARIPA138,UR00213RNC,Retiro,ELECTROCENTRO
161,RETIRO NO DECLARADO,CONDORCOCHA 44,UR00214RNC,Retiro,ELECTROCENTRO
162,RETIRO NO DECLARADO,HUANCAVELICA 220,UR00215RNC,Retiro,ELECTROCENTRO
163,RETIRO NO DECLARADO,HUANUCO 138,UR00216RNC,Retiro,ELECTROCENTRO
164,RETIRO NO DECLARADO,HUAYUCACHI 220,UR00217RNC,Retiro,ELECTROCENTRO
165,RETIRO NO DECLARADO,OROYA NUEVA 50,UR00218RNC,Retiro,ELECTROCENTRO
166,RETIRO NO DECLARADO,PACHACHACA 220,UR00219RNC,Retiro,ELECTROCENTRO
167,RETIRO NO DECLARADO,PARAGSHA2 138,UR00220RNC,Retiro,ELECTROCENTRO
168,RETIRO NO DECLARADO,POMACOCHA 220,UR00221RNC,Retiro,ELECTROCENTRO
169,RETIRO NO DECLARADO,TINGO MARIA 138,UR00222RNC,Retiro,ELECTROCENTRO
170,RETIRO NO DECLARADO,VIZCARRA 220,UR00223RNC,Retiro,ELECTROCENTRO
171,RETIRO NO DECLARADO,YAUPI138,UR00224RNC,Retiro,ELECTROCENTRO
172,RETIRO NO DECLARADO,INDUSTRIALES 220,UR00233RNC,Retiro,AJ GROUP INVERGAS SOCIEDAD ANONIMA CERRADA
173,RETIRO NO DECLARADO,PLANICIE220,UR00234RNC,Retiro,DISTRIBUIDORA KATAL S.A. - DISKAT S.A.
174,RETIRO NO DECLARADO,INDUSTRIALES 220,UR00235RNC,Retiro,FIGTUR S.A.
175,RETIRO NO DECLARADO,SAN JUAN 220,UR00238RNC,Retiro,VIJOGAS S.A.C.
176,RETIRO NO DECLARADO,SAN JUAN 220,UR00239RNC,Retiro,UNIONPLAST S A
177,RETIRO NO DECLARADO,INDEPENDENCIA 220,UR00240RNC,Retiro,FABRICA DE TEJIDOS PISCO
178,RETIRO NO DECLARADO,SAN JUAN 220,UR00245RNC,Retiro,CORPORACION BOLSIPOL S.A.C.
179,RETIRO NO DECLARADO,PLANICIE220,UR00246RNC,Retiro,INMOBILIARIA ROMAREN S.A.C.
180,RETIRO NO DECLARADO,PLANICIE220,UR00247RNC,Retiro,UNIVERSIDAD DE CIENCIAS Y ARTES DE AMERICA LATINA
181,RETIRO NO DECLARADO,SAN JUAN 220,UR00248RNC,Retiro,MALECON BALTA OPERATOR S.A.C
182,RETIRO NO DECLARADO,SAN JUAN 220,UR00249RNC,Retiro,SUDAMERICANA PLASTICS S.A.C.
183,RETIRO NO DECLARADO,SAN JUAN 220,UR00250RNC,Retiro,HOTEL LIMAFORES 290 S.A.C.
184,ELECTROPERU,GUADALUPE 60,CB00033ELP,Retiro,CEMENTOS PACASMAYO
185,ELECTROPERU,INDEPENDENCIA 220,CB00043ELP,Retiro,ACEROS AREQUIPA
186,RETIRO NO DECLARADO,MARCONA 220,UR00255RNC,Retiro,EMPRESA AGRO EXPORT ICA S.A.C.
187,RETIRO NO DECLARADO,CHICLAYO 220,UR00261RNC,Retiro,MOLINOS LOS ANGELES S.R.L
188,ELECTROPERU,CHAVARRIA 220,CL00020ELP,Retiro,ENEL DISTRIBUCION PERU
189,ELECTROPERU,HUACHO 220,CL00035ELP,Retiro,ENEL DISTRIBUCION PERU
190,RETIRO NO DECLARADO,PIURA OESTE 220,UR00264RNC,Retiro,SOCIEDAD AGRICOLA VIRU S.A.
191,ELECTROPERU,PARAMONGA NUEVA 220,CL00063ELP,Retiro,ENEL DISTRIBUCION PERU
192,RETIRO NO DECLARADO,PLANICIE220,UR00265RNC,Retiro,BAC THOR S.A.C.
193,ELECTROPERU,SANTA ROSA 220,CL00079ELP,Retiro,ENEL DISTRIBUCION PERU
194,RETIRO NO DECLARADO,MARCONA 220,UR00266RNC,Retiro,INTERMINERA S.A.C.
195,ELECTROPERU,VENTANILLA 220,CL00095ELP,Retiro,ENEL DISTRIBUCION PERU
196,RETIRO NO DECLARADO,SANTA ROSA 220,UR00267RNC,Retiro,GREAT PANTHER CORICANCHA S.A.
197,ELECTROPERU,ZAPALLAL 220,CL00096ELP,Retiro,ENEL DISTRIBUCION PERU
198,RETIRO NO DECLARADO,SANTA ROSA 220,UR00268RNC,Retiro,CORPORACION SANTA MARGARITA S.A.C.
199,RETIRO NO DECLARADO,GUADALUPE 220,UR00269RNC,Retiro,HIDRANDINA
200,RETIRO NO DECLARADO,GUADALUPE 60,UR00270RNC,Retiro,HIDRANDINA
201,RETIRO NO DECLARADO,TRUJILLO 220,UR00271RNC,Retiro,HIDRANDINA
202,RETIRO NO DECLARADO,CHIMBOTE1 138,UR00272RNC,Retiro,HIDRANDINA
203,RETIRO NO DECLARADO,CHIMBOTE1 220,UR00273RNC,Retiro,HIDRANDINA
204,RETIRO NO DECLARADO,HUALLANCA 138,UR00274RNC,Retiro,HIDRANDINA
205,RETIRO NO DECLARADO,PARAMONGA NUEVA 220,UR00275RNC,Retiro,HIDRANDINA
206,RETIRO NO DECLARADO,CAJAMARCA 220,UR00276RNC,Retiro,HIDRANDINA
207,RETIRO NO DECLARADO,HUANCAVELICA 220,UR00277RNC,Retiro,ELECTRO DUNAS
208,ELECTROPERU,PIURA OESTE 220,CL00066ELP,Retiro,ELECTRONOROESTE S.A.
209,ELECTROPERU,TALARA 220,CL00086ELP,Retiro,ELECTRONOROESTE S.A.
210,ELECTROPERU,ZORRITOS 220,CL00097ELP,Retiro,ELECTRONOROESTE S.A.
211,ELECTROPERU,CARHUAQUERO 220,CL00019ELP,Retiro,ELECTRONORTE S.A.
212,ELECTROPERU,CHICLAYO 220,CL00023ELP,Retiro,ELECTRONORTE S.A.
213,ELECTROPERU,AGUAYTIA 22.9,CB00002ELP,Retiro,ELECTRO UCAYALI
214,ELECTROPERU,PUCALLPA 60,CB00069ELP,Retiro,ELECTRO UCAYALI
215,ELECTROPERU,CAJAMARCA 220,CL00008ELP,Retiro,HIDRANDINA
216,ELECTROPERU,CHIMBOTE1 138,CL00027ELP,Retiro,HIDRANDINA
217,ELECTROPERU,CHIMBOTE1 220,CL00001ELP,Retiro,HIDRANDINA
218,ELECTROPERU,GUADALUPE 220,CL00032ELP,Retiro,HIDRANDINA
219,ELECTROPERU,GUADALUPE 60,CL00034ELP,Retiro,HIDRANDINA
220,ELECTROPERU,HUALLANCA 138,CL00036ELP,Retiro,HIDRANDINA
221,ELECTROPERU,PARAMONGA NUEVA 220,CL00064ELP,Retiro,HIDRANDINA
222,ELECTROPERU,TRUJILLO 220,CL00092ELP,Retiro,HIDRANDINA
223,ELECTROPERU,INDUSTRIALES 220,CL00045ELP,Retiro,LUZ DEL SUR
224,ELECTROPERU,SAN JUAN 220,CL00077ELP,Retiro,LUZ DEL SUR
225,ELECTROPERU,SANTA ROSA 220,CL00078ELP,Retiro,LUZ DEL SUR
226,ELECTROPERU,INDEPENDENCIA 220,CB00098ELP,Retiro,LINDE PERU S.R.L.
227,ELECTROPERU,CHILINA 138,CL00026ELP,Retiro,SEAL
228,ELECTROPERU,MARCONA 220,CL00053ELP,Retiro,SEAL
229,ELECTROPERU,MOLLENDO 138,CL00054ELP,Retiro,SEAL
230,ELECTROPERU,REPARTICIÓN 138,CL00072ELP,Retiro,SEAL
231,ELECTROPERU,SANTUARIO 138,CL00082ELP,Retiro,SEAL
232,ELECTROPERU,SOCABAYA 138,CL00085ELP,Retiro,SEAL
233,TERMOSELVA,OROYA NUEVA 50,CB00028TER,Retiro,SOCIEDAD MINERA AUSTRIA DUVAZ S.A.C
234,TERMOSELVA,CHAVARRIA 220,CL00011TER,Retiro,ENEL DISTRIBUCION PERU
235,TERMOSELVA,HUACHO 220,CL00020TER,Retiro,ENEL DISTRIBUCION PERU
236,TERMOSELVA,PARAMONGA NUEVA 220,CL00032TER,Retiro,ENEL DISTRIBUCION PERU
237,TERMOSELVA,SANTA ROSA 220,CL00041TER,Retiro,ENEL DISTRIBUCION PERU
238,TERMOSELVA,VENTANILLA 220,CL00048TER,Retiro,ENEL DISTRIBUCION PERU
239,TERMOSELVA,ZAPALLAL 220,CL00049TER,Retiro,ENEL DISTRIBUCION PERU
240,TERMOSELVA,PIURA OESTE 220,CL00036TER,Retiro,ELECTRONOROESTE S.A.
241,CELEPSA,CONDORCOCHA 138,CB00024CLP,Retiro,UNACEM CORP SOCIEDAD ANONIMA ABIERTA - UNACEMCORP S.A.A.
242,CELEPSA,SAN JUAN 220,CB00067CLP,Retiro,UNACEM CORP SOCIEDAD ANONIMA ABIERTA - UNACEMCORP S.A.A.
243,CELEPSA,COTARUSE 220,CB00027CLP,Retiro,MINERA ARES
244,TERMOSELVA,TALARA 220,CL00042TER,Retiro,ELECTRONOROESTE S.A.
245,TERMOSELVA,ZORRITOS 220,CL00050TER,Retiro,ELECTRONOROESTE S.A.
246,TERMOSELVA,CARHUAQUERO 220,CL00010TER,Retiro,ELECTRONORTE S.A.
247,TERMOSELVA,CHICLAYO 220,CL00014TER,Retiro,ELECTRONORTE S.A.
248,TERMOSELVA,TOCACHE 138,CL00045TER,Retiro,ELECTRO ORIENTE
249,TERMOSELVA,TINGO MARIA 138,CB00044TER,Retiro,ETESELVA
250,CELEPSA,ICA 220,CB00041CLP,Retiro,ELECTRO DUNAS
251,CELEPSA,INDEPENDENCIA 220,CB00042CLP,Retiro,ELECTRO DUNAS
252,CELEPSA,MARCONA 220,CB00049CLP,Retiro,ELECTRO DUNAS
253,TERMOSELVA,CAJAMARCA 220,CL00004TER,Retiro,HIDRANDINA
254,TERMOSELVA,CHIMBOTE1 138,CL00016TER,Retiro,HIDRANDINA
255,TERMOSELVA,CHIMBOTE1 220,CL00001TER,Retiro,HIDRANDINA
256,TERMOSELVA,GUADALUPE 220,CL00018TER,Retiro,HIDRANDINA
257,CELEPSA,INDEPENDENCIA 220,CB00044CLP,Retiro,SACOS PISCO
258,CELEPSA,SAN JUAN 220,CB00066CLP,Retiro,OPP FILM
259,TERMOSELVA,GUADALUPE 60,CL00019TER,Retiro,HIDRANDINA
260,TERMOSELVA,HUALLANCA 138,CL00021TER,Retiro,HIDRANDINA
261,TERMOSELVA,PARAMONGA NUEVA 220,CL00033TER,Retiro,HIDRANDINA
262,TERMOSELVA,TRUJILLO 220,CL00047TER,Retiro,HIDRANDINA
263,TERMOSELVA,INDUSTRIALES 220,CL00027TER,Retiro,LUZ DEL SUR
264,TERMOSELVA,SAN JUAN 220,CL00039TER,Retiro,LUZ DEL SUR
265,TERMOSELVA,SANTA ROSA 220,CL00040TER,Retiro,LUZ DEL SUR
266,TERMOSELVA,CHILCA REP 220,CL00015TER,Retiro,LUZ DEL SUR
267,TERMOSELVA,CARABAYLLO 220,CL00007TER,Retiro,ENEL DISTRIBUCION PERU
268,TERMOSELVA,CALLAHUANCA EDEGEL 220,CL00139TER,Retiro,LUZ DEL SUR
269,CHINANGO S.A.C.,ARICOTA66,CL00002CHI,Retiro,ELECTROSUR S.A.
