,EMPRESA,BARRA TRANSFERENCIA,CODIGO,ENTREGA/RETIRO,CENTRAL/CLIENTE
104,PETRAMAS,SANTA ROSA 220,EG00003PTM,Entrega,C.T. LA GRINGA
105,ENGIE,MOQUEGUA 138,EG00100ENG,Entrega,C.S. INTIPAMPA
106,ENEL GENERACION PERU S.A.A.,POROMA220,EG00002EGP,Entrega,C.E. WAYRA I
107,INLAND ENERGY SAC,SANTA TERESA 220,EG00010INL,Entrega,C.H. SANTA TERESA
108,EMPRESA DE GENERACION ELECTRICA SANTA ANA S.A.C.,CONDORCOCHA 44,EG00001STA,Entrega,C.H. RENOVANDES H1
109,CELEPSA RENOVABLES S.R.L.,MARAÑON 60,EG00001CLR,Entrega,C.H. MARAÑON
110,ENEL GENERACION PERU S.A.A.,CALLAHUANCA EDEGEL 220,EG00120EPE,Entrega,C.H. HER 1
111,ENEL GENERACION PERU S.A.A.,SANTA ROSA 220,EG00103EPE,Entrega,C.T. SANTA ROSA II
112,PETRAMAS,SANTA ROSA 220,EG00004PTM,Entrega,C.T.B DOÑA CATALINA
113,GENERADORA DE ENERGÍA DEL PERÚ,SAN GABAN 138,EG00003GEP,Entrega,C.H. ÁNGEL I
114,GENERADORA DE ENERGÍA DEL PERÚ,SAN GABAN 138,EG00004GEP,Entrega,C.H. ÁNGEL II
115,GENERADORA DE ENERGÍA DEL PERÚ,SAN GABAN 138,EG00005GEP,Entrega,C.H. ÁNGEL III
116,ANDEAN POWER S.A.C.,CALLAHUANCA EDEGEL 220,EG00001ANP,Entrega,C.H. CARHUAC
117,AGROINDUSTRIAS SAN JACINTO S.A.A.,PLANTA SAN JACINTO13.8,EG00001ASJ,Entrega,C.T. SAN JACINTO
118,FENIX POWER PERÚ,ZORRITOS 220,EG00118FPP,Entrega,C.T. FENIX
119,EMPRESA DE GENERACION ELECTRICA RIO BAÑOS S.A.C.,ZAPALLAL 220,EG00002ERB,Entrega,C.H. RUCUY
120,ENEL GENERACION PIURA S.A.,TALARA 220,EG00040EPI,Entrega,C.T. RF DE GENERACION TALARA
121,ENEL GENERACION PIURA S.A.,TALARA13.2,EG00039EPI,Entrega,C.T. MALACAS 1
122,BIOENERGIA DEL CHIRA S.A.,BIOENERGIA 13.8,EG00001BCH,Entrega,C.T. CAÑA BRAVA
123,GENERACIÓN ANDINA S.A.C.,TINGO MARIA 138,EG00001GAN,Entrega,C.H. EL CARMEN
124,GENERACIÓN ANDINA S.A.C.,TINGO MARIA 138,EG00002GAN,Entrega,C.H. 8 DE AGOSTO
125,PERUANA DE INVERSIONES EN ENERGIAS RENOVABLES S.A.,HUALLANCA 138,EG00001PER,Entrega,C.H. MANTA I
126,PETRAMAS,VENTANILLA 220,EG00005PTM,Entrega,C.T.B. CALLAO
127,GR PAINO SOCIEDAD ANONIMA CERRADA,CARHUAQUERO 138,EG00001PAI,Entrega,C.E. HUAMBOS
128,GR TARUCA SOCIEDAD ANONIMA CERRADA,CARHUAQUERO 220,EG00001TAR,Entrega,C.E. DUNA
129,LA VIRGEN,LA VIRGEN 138,EG00001VIR,Entrega,C.H. LA VIRGEN
130,ATRIA ENERGIA S.A.C.,PURMACANA 20,EG00002HSR,Entrega,C.H. PURMACANA
131,CENTRALES SANTA ROSA S.A.C.,SANTA ROSA I 22.9,EG00001CSR,Entrega,C.H. SANTA ROSA I
132,CENTRALES SANTA ROSA S.A.C.,SANTA ROSA II 22.9,EG00002CSR,Entrega,C.H. SANTA ROSA II
133,COLCA SOLAR S.A.C.,YARUCAYA 13.8,EG00001CSO,Entrega,C.S. YARUCAYA
134,SAN GABAN,TUPURI 22.9,EG00025SGB,Entrega,MCH TUPURI
135,ENGIE,PUNTA LOMITAS I,EG00101ENG,Entrega,C.E. PUNTA LOMITAS-BL1
136,ENGIE,PUNTA LOMITAS II,EG00102ENG,Entrega,C.E. PUNTA LOMITAS-BL2
137,ENGIE,PUNTA LOMITAS I,EG00103ENG,Entrega,C.E. PUN LOM_EXP-BL1
138,ENGIE,PUNTA LOMITAS II,EG00104ENG,Entrega,C.E. PUN LOM_EXP-BL2
139,ENEL GENERACION PERU S.A.A.,RUBI 220,EG00003EGP,Entrega,C.S. Clemesí
140,ENGIE,PUNTA LOMITAS I,EG00105ENG,Entrega,C.E. PUNTA LOMITAS-BL2
141,ENGIE,PUNTA LOMITAS I,EG00106ENG,Entrega,C.E. PUN LOM_EXP-BL2
142,ENGIE,PUNTA LOMITAS II,EG00107ENG,Entrega,C.E. PUNTA LOMITAS-BL1
143,ENGIE,PUNTA LOMITAS II,EG00108ENG,Entrega,C.E. PUN LOM_EXP-BL1
144,ENEL GENERACION PERU S.A.A.,CHILCA REP 220,EGT0130EPE,Entrega,C.T. KALLPA
145,ENEL GENERACION PERU S.A.A.,LAS FLORES 220,EGT0131EPE,Entrega,C.T. LAS FLORES
146,ENEL GENERACION PERU S.A.A.,CHILCA UNO 220,EGT0132EPE,Entrega,C.T. CHILCA 1
147,ENEL GENERACION PERU S.A.A.,CHILCA UNO 220,EGT0133EPE,Entrega,C.T. CHILCA 2
148,ENEL GENERACION PERU S.A.A.,FENIX 500,EGT0134EPE,Entrega,C.T. FENIX
149,ENEL GENERACION PERU S.A.A.,CT INDEPENDENCIA 60,EGT0135EPE,Entrega,C.T. INDEPENDENCIA
150,FENIX POWER PERÚ,CHILCA REP 220,EGT0030FPP,Entrega,C.T. KALLPA
151,FENIX POWER PERÚ,LAS FLORES 220,EGT0031FPP,Entrega,C.T. LAS FLORES
152,FENIX POWER PERÚ,CHILCA UNO 220,EGT0032FPP,Entrega,C.T. CHILCA 1
153,FENIX POWER PERÚ,CHILCA UNO 220,EGT0033FPP,Entrega,C.T. CHILCA 2
154,FENIX POWER PERÚ,CT INDEPENDENCIA 60,EGT0034FPP,Entrega,C.T. INDEPENDENCIA
155,TERMOCHILCA,CHILCA REP 220,EGT0040TCH,Entrega,C.T. KALLPA
156,TERMOCHILCA,LAS FLORES 220,EGT0041TCH,Entrega,C.T. LAS FLORES
157,TERMOCHILCA,CHILCA UNO 220,EGT0042TCH,Entrega,C.T. CHILCA 1
158,TERMOCHILCA,CHILCA UNO 220,EGT0043TCH,Entrega,C.T. CHILCA 2
159,TERMOCHILCA,FENIX 500,EGT0044TCH,Entrega,C.T. FENIX
160,TERMOCHILCA,CT INDEPENDENCIA 60,EGT0045TCH,Entrega,C.T. INDEPENDENCIA
161,EGESUR,CHILCA REP 220,EGT0030EGS,Entrega,C.T. KALLPA
162,EGESUR,LAS FLORES 220,EGT0031EGS,Entrega,C.T. LAS FLORES
163,EGESUR,CHILCA UNO 220,EGT0032EGS,Entrega,C.T. CHILCA 1
164,EGESUR,CHILCA UNO 220,EGT0033EGS,Entrega,C.T. CHILCA 2
165,EGESUR,FENIX 500,EGT0034EGS,Entrega,C.T. FENIX
166,SDF ENERGIA,CHILCA REP 220,EGT0015SDF,Entrega,C.T. KALLPA
167,SDF ENERGIA,LAS FLORES 220,EGT0016SDF,Entrega,C.T. LAS FLORES
168,SDF ENERGIA,CHILCA UNO 220,EGT0017SDF,Entrega,C.T. CHILCA 1
169,SDF ENERGIA,CHILCA UNO 220,EGT0018SDF,Entrega,C.T. CHILCA 2
170,SDF ENERGIA,FENIX 500,EGT0019SDF,Entrega,C.T. FENIX
171,SDF ENERGIA,CT INDEPENDENCIA 60,EGT0020SDF,Entrega,C.T. INDEPENDENCIA
172,ENGIE,CHILCA REP 220,EGT0110ENG,Entrega,C.T. KALLPA
173,ENGIE,LAS FLORES 220,EGT0111ENG,Entrega,C.T. LAS FLORES
174,ENGIE,CT INDEPENDENCIA 60,EGT0112ENG,Entrega,C.T. INDEPENDENCIA
175,RETIRO NO DECLARADO,TRUJILLO 220,UR00003RNC,Retiro,MINERA QUIRUVILCA
176,RETIRO NO DECLARADO,OROYA NUEVA 50,UR00109RNC,Retiro,SOCIEDAD MINERA AUSTRIA DUVAZ S.A.C
177,RETIRO NO DECLARADO,OROYA NUEVA 50,UR00140RNC,Retiro,SIERRA POLI S.A.C.
178,RETIRO NO DECLARADO,CUTERVO 138,UR00166RNC,Retiro,ELECTRO ORIENTE
179,RETIRO NO DECLARADO,BELAUNDE 138,UR00167RNC,Retiro,ELECTRO ORIENTE
180,RETIRO NO DECLARADO,CACLIC 220,UR00168RNC,Retiro,ELECTRO ORIENTE
181,RETIRO NO DECLARADO,QUITARACSA 220,UR00169RNC,Retiro,ENGIE
182,RETIRO NO DECLARADO,SANTA ROSA 220,UR00185RNC,Retiro,ASOCIACION MUSEO DE ARTE DE LIMA
183,RETIRO NO DECLARADO,MARCONA 220,UR00186RNC,Retiro,CIA MINERA PLATA DORADA S.A.
184,RETIRO NO DECLARADO,DOLORESPATA 138,UR00187RNC,Retiro,INVERSIONES LA RIOJA S.A.C.
185,RETIRO NO DECLARADO,SANTA ROSA 220,UR00188RNC,Retiro,INVERSIONES LA RIOJA S.A.C.
186,RETIRO NO DECLARADO,INDUSTRIALES 220,UR00189RNC,Retiro,TEJIDOS JORGITO S.A.C.
187,RETIRO NO DECLARADO,SANTA ROSA 220,UR00190RNC,Retiro,TEJIDOS JORGITO S.A.C.
188,RETIRO NO DECLARADO,CACHIMAYO 138,UR00191RNC,Retiro,ANABI S.A.C
189,RETIRO NO DECLARADO,CHILCA REP 220,UR00192RNC,Retiro,CONSORCIO TEXTIL VIANNY S.A.C.
190,RETIRO NO DECLARADO,PARAGSHA2 220,UR00193RNC,Retiro,CERRO DE PASCO RESOURCES SUBSIDIARIA DEL PERU S.A.
191,RETIRO NO DECLARADO,CACHIMAYO 138,UR00194RNC,Retiro,CERRO DE PASCO RESOURCES SUBSIDIARIA DEL PERU S.A.
192,RETIRO NO DECLARADO,CARHUAMAYO 138,UR00195RNC,Retiro,CERRO DE PASCO RESOURCES SUBSIDIARIA DEL PERU S.A.
193,RETIRO NO DECLARADO,CAJAMARCA 220,UR00207RNC,Retiro,ELECTRONORTE S.A.
194,RETIRO NO DECLARADO,CARHUAQUERO 220,UR00208RNC,Retiro,ELECTRONORTE S.A.
195,RETIRO NO DECLARADO,CHICLAYO 220,UR00209RNC,Retiro,ELECTRONORTE S.A.
196,RETIRO NO DECLARADO,AUCAYACU 138,UR00210RNC,Retiro,ELECTROCENTRO
197,RETIRO NO DECLARADO,CAMPO ARMIÑO 220,UR00211RNC,Retiro,ELECTROCENTRO
198,RETIRO NO DECLARADO,CARHUAMAYO 138,UR00212RNC,Retiro,ELECTROCENTRO
199,RETIRO NO DECLARADO,CARIPA138,UR00213RNC,Retiro,ELECTROCENTRO
200,RETIRO NO DECLARADO,CONDORCOCHA 44,UR00214RNC,Retiro,ELECTROCENTRO
201,RETIRO NO DECLARADO,HUANCAVELICA 220,UR00215RNC,Retiro,ELECTROCENTRO
202,RETIRO NO DECLARADO,HUANUCO 138,UR00216RNC,Retiro,ELECTROCENTRO
203,RETIRO NO DECLARADO,HUAYUCACHI 220,UR00217RNC,Retiro,ELECTROCENTRO
204,RETIRO NO DECLARADO,OROYA NUEVA 50,UR00218RNC,Retiro,ELECTROCENTRO
205,RETIRO NO DECLARADO,PACHACHACA 220,UR00219RNC,Retiro,ELECTROCENTRO
206,RETIRO NO DECLARADO,PARAGSHA2 138,UR00220RNC,Retiro,ELECTROCENTRO
207,RETIRO NO DECLARADO,POMACOCHA 220,UR00221RNC,Retiro,ELECTROCENTRO
208,RETIRO NO DECLARADO,TINGO MARIA 138,UR00222RNC,Retiro,ELECTROCENTRO
209,RETIRO NO DECLARADO,VIZCARRA 220,UR00223RNC,Retiro,ELECTROCENTRO
210,RETIRO NO DECLARADO,YAUPI138,UR00224RNC,Retiro,ELECTROCENTRO
211,RETIRO NO DECLARADO,CAJAMARCA 220,UR00225RNC,Retiro,HIDRANDINA
212,RETIRO NO DECLARADO,CHIMBOTE1 138,UR00226RNC,Retiro,HIDRANDINA
213,RETIRO NO DECLARADO,CHIMBOTE1 220,UR00227RNC,Retiro,HIDRANDINA
214,RETIRO NO DECLARADO,GUADALUPE 220,UR00228RNC,Retiro,HIDRANDINA
215,RETIRO NO DECLARADO,GUADALUPE 60,UR00229RNC,Retiro,HIDRANDINA
216,RETIRO NO DECLARADO,HUALLANCA 138,UR00230RNC,Retiro,HIDRANDINA
217,RETIRO NO DECLARADO,PARAMONGA NUEVA 220,UR00231RNC,Retiro,HIDRANDINA
218,RETIRO NO DECLARADO,TRUJILLO 220,UR00232RNC,Retiro,HIDRANDINA
219,ELECTROPERU,GUADALUPE 60,CB00033ELP,Retiro,CEMENTOS PACASMAYO
220,ELECTROPERU,INDEPENDENCIA 220,CB00043ELP,Retiro,ACEROS AREQUIPA
221,ELECTROPERU,CHAVARRIA 220,CL00020ELP,Retiro,ENEL DISTRIBUCION PERU
222,ELECTROPERU,HUACHO 220,CL00035ELP,Retiro,ENEL DISTRIBUCION PERU
223,ELECTROPERU,PARAMONGA NUEVA 220,CL00063ELP,Retiro,ENEL DISTRIBUCION PERU
224,ELECTROPERU,SANTA ROSA 220,CL00079ELP,Retiro,ENEL DISTRIBUCION PERU
225,ELECTROPERU,VENTANILLA 220,CL00095ELP,Retiro,ENEL DISTRIBUCION PERU
226,ELECTROPERU,ZAPALLAL 220,CL00096ELP,Retiro,ENEL DISTRIBUCION PERU
227,ELECTROPERU,PIURA OESTE 220,CL00066ELP,Retiro,ELECTRONOROESTE S.A.
228,ELECTROPERU,TALARA 220,CL00086ELP,Retiro,ELECTRONOROESTE S.A.
229,ELECTROPERU,ZORRITOS 220,CL00097ELP,Retiro,ELECTRONOROESTE S.A.
230,ELECTROPERU,CARHUAQUERO 220,CL00019ELP,Retiro,ELECTRONORTE S.A.
231,ELECTROPERU,CHICLAYO 220,CL00023ELP,Retiro,ELECTRONORTE S.A.
232,ELECTROPERU,AGUAYTIA 22.9,CB00002ELP,Retiro,ELECTRO UCAYALI
233,ELECTROPERU,PUCALLPA 60,CB00069ELP,Retiro,ELECTRO UCAYALI
234,ELECTROPERU,CAJAMARCA 220,CL00008ELP,Retiro,HIDRANDINA
235,ELECTROPERU,CHIMBOTE1 138,CL00027ELP,Retiro,HIDRANDINA
236,ELECTROPERU,CHIMBOTE1 220,CL00001ELP,Retiro,HIDRANDINA
237,ELECTROPERU,GUADALUPE 220,CL00032ELP,Retiro,HIDRANDINA
238,ELECTROPERU,GUADALUPE 60,CL00034ELP,Retiro,HIDRANDINA
239,ELECTROPERU,HUALLANCA 138,CL00036ELP,Retiro,HIDRANDINA
240,ELECTROPERU,PARAMONGA NUEVA 220,CL00064ELP,Retiro,HIDRANDINA
241,ELECTROPERU,TRUJILLO 220,CL00092ELP,Retiro,HIDRANDINA
242,ELECTROPERU,INDUSTRIALES 220,CL00045ELP,Retiro,LUZ DEL SUR
243,ELECTROPERU,SAN JUAN 220,CL00077ELP,Retiro,LUZ DEL SUR
244,ELECTROPERU,SANTA ROSA 220,CL00078ELP,Retiro,LUZ DEL SUR
245,ELECTROPERU,INDEPENDENCIA 220,CB00098ELP,Retiro,LINDE PERU S.R.L.
246,ELECTROPERU,INDEPENDENCIA 220,CB00044ELP,Retiro,FABRICA DE TEJIDOS PISCO
247,ELECTROPERU,CHILINA 138,CL00026ELP,Retiro,SEAL
248,ELECTROPERU,MARCONA 220,CL00053ELP,Retiro,SEAL
249,ELECTROPERU,MOLLENDO 138,CL00054ELP,Retiro,SEAL
250,ELECTROPERU,REPARTICIÓN 138,CL00072ELP,Retiro,SEAL
251,ELECTROPERU,SANTUARIO 138,CL00082ELP,Retiro,SEAL
252,ELECTROPERU,SOCABAYA 138,CL00085ELP,Retiro,SEAL
253,TERMOSELVA,OROYA NUEVA 50,CB00028TER,Retiro,SOCIEDAD MINERA AUSTRIA DUVAZ S.A.C
254,TERMOSELVA,CHAVARRIA 220,CL00011TER,Retiro,ENEL DISTRIBUCION PERU
255,TERMOSELVA,HUACHO 220,CL00020TER,Retiro,ENEL DISTRIBUCION PERU
256,TERMOSELVA,PARAMONGA NUEVA 220,CL00032TER,Retiro,ENEL DISTRIBUCION PERU
257,TERMOSELVA,SANTA ROSA 220,CL00041TER,Retiro,ENEL DISTRIBUCION PERU
258,TERMOSELVA,VENTANILLA 220,CL00048TER,Retiro,ENEL DISTRIBUCION PERU
259,TERMOSELVA,ZAPALLAL 220,CL00049TER,Retiro,ENEL DISTRIBUCION PERU
260,TERMOSELVA,PIURA OESTE 220,CL00036TER,Retiro,ELECTRONOROESTE S.A.
261,CELEPSA,CONDORCOCHA 138,CB00024CLP,Retiro,UNION ANDINA DE CEMENTO
262,CELEPSA,SAN JUAN 220,CB00067CLP,Retiro,UNION ANDINA DE CEMENTO
263,CELEPSA,COTARUSE 220,CB00027CLP,Retiro,MINERA ARES
264,TERMOSELVA,TALARA 220,CL00042TER,Retiro,ELECTRONOROESTE S.A.
265,TERMOSELVA,ZORRITOS 220,CL00050TER,Retiro,ELECTRONOROESTE S.A.
266,TERMOSELVA,CARHUAQUERO 220,CL00010TER,Retiro,ELECTRONORTE S.A.
267,TERMOSELVA,CHICLAYO 220,CL00014TER,Retiro,ELECTRONORTE S.A.
268,TERMOSELVA,TOCACHE 138,CL00045TER,Retiro,ELECTRO ORIENTE
269,TERMOSELVA,TINGO MARIA 138,CB00044TER,Retiro,ETESELVA
270,CELEPSA,ICA 220,CB00041CLP,Retiro,ELECTRO DUNAS
271,CELEPSA,INDEPENDENCIA 220,CB00042CLP,Retiro,ELECTRO DUNAS
